"X"	"Y"	"queClase"	"clases"
-10.4	0	7	"(-10.5,-9.75]"
4.13	1	26	"(3.75,4.5]"
-1.73	1	18	"(-2.25,-1.5]"
-4.05	1	15	"(-4.5,-3.75]"
-8.75	0	9	"(-9,-8.25]"
14.9	1	40	"(14.2,15]"
-8.7	0	9	"(-9,-8.25]"
-8.43	0	9	"(-9,-8.25]"
10.2	1	34	"(9.75,10.5]"
5.66	1	28	"(5.25,6]"
-13.3	0	3	"(-13.5,-12.8]"
-14.6	0	1	"[-15,-14.2]"
11.3	1	36	"(11.2,12]"
11.5	1	36	"(11.2,12]"
0.659	1	21	"(0,0.75]"
2.85	0	24	"(2.25,3]"
-2.61	1	17	"(-3,-2.25]"
12.3	1	37	"(12,12.8]"
1.54	1	23	"(1.5,2.25]"
12.6	1	37	"(12,12.8]"
-2.55	1	17	"(-3,-2.25]"
-2.22	1	18	"(-2.25,-1.5]"
0.935	1	22	"(0.75,1.5]"
7.34	1	30	"(6.75,7.5]"
-6.04	0	12	"(-6.75,-6]"
-4.53	0	14	"(-5.25,-4.5]"
-12.8	0	3	"(-13.5,-12.8]"
2.61	0	24	"(2.25,3]"
-12.5	0	4	"(-12.8,-12]"
-9.44	0	8	"(-9.75,-9]"
-13.6	0	2	"(-14.2,-13.5]"
0.427	1	21	"(0,0.75]"
-0.687	0	20	"(-0.75,0]"
9.07	1	33	"(9,9.75]"
-3.55	0	16	"(-3.75,-3]"
0.331	1	21	"(0,0.75]"
-5.69	0	13	"(-6,-5.25]"
1.03	1	22	"(0.75,1.5]"
14.3	1	40	"(14.2,15]"
-12.3	0	4	"(-12.8,-12]"
-0.0363	0	20	"(-0.75,0]"
7.84	1	31	"(7.5,8.25]"
6.48	1	29	"(6,6.75]"
4.38	0	26	"(3.75,4.5]"
12.1	1	37	"(12,12.8]"
-14.5	0	1	"[-15,-14.2]"
-5.27	0	13	"(-6,-5.25]"
8.88	1	32	"(8.25,9]"
-6.2	0	12	"(-6.75,-6]"
14.7	1	40	"(14.2,15]"
-10.5	0	6	"(-11.2,-10.5]"
-7.33	0	11	"(-7.5,-6.75]"
-14.7	0	1	"[-15,-14.2]"
-7.18	0	11	"(-7.5,-6.75]"
3.03	0	25	"(3,3.75]"
-7.5	0	10	"(-8.25,-7.5]"
12.3	1	37	"(12,12.8]"
-10.7	0	6	"(-11.2,-10.5]"
12.5	1	37	"(12,12.8]"
-12.9	0	3	"(-13.5,-12.8]"
13.2	1	38	"(12.8,13.5]"
-8.82	0	9	"(-9,-8.25]"
13.7	1	39	"(13.5,14.2]"
9.12	1	33	"(9,9.75]"
-6.91	1	11	"(-7.5,-6.75]"
14.4	1	40	"(14.2,15]"
11.6	1	36	"(11.2,12]"
10.2	1	34	"(9.75,10.5]"
-6.23	0	12	"(-6.75,-6]"
-6.44	0	12	"(-6.75,-6]"
9.13	1	33	"(9,9.75]"
3.48	0	25	"(3,3.75]"
7.3	1	30	"(6.75,7.5]"
-1.2	0	19	"(-1.5,-0.75]"
8.53	1	32	"(8.25,9]"
9.26	1	33	"(9,9.75]"
-3.42	1	16	"(-3.75,-3]"
4.79	0	27	"(4.5,5.25]"
4.77	0	27	"(4.5,5.25]"
1.53	1	23	"(1.5,2.25]"
-14.9	0	1	"[-15,-14.2]"
8.59	1	32	"(8.25,9]"
13	1	38	"(12.8,13.5]"
2.18	1	23	"(1.5,2.25]"
-4.29	0	15	"(-4.5,-3.75]"
-9.75	0	8	"(-10.5,-9.75]"
-1.44	1	19	"(-1.5,-0.75]"
9.31	1	33	"(9,9.75]"
-9.3	0	8	"(-9.75,-9]"
13.3	1	38	"(12.8,13.5]"
0.794	1	22	"(0.75,1.5]"
-13.3	0	3	"(-13.5,-12.8]"
1.3	0	22	"(0.75,1.5]"
-7.19	0	11	"(-7.5,-6.75]"
-5.76	0	13	"(-6,-5.25]"
-4.98	0	14	"(-5.25,-4.5]"
8.24	1	31	"(7.5,8.25]"
-2.52	1	17	"(-3,-2.25]"
-6.45	0	12	"(-6.75,-6]"
1.9	0	23	"(1.5,2.25]"
6.47	1	29	"(6,6.75]"
-4.49	1	15	"(-4.5,-3.75]"
-13.9	0	2	"(-14.2,-13.5]"
4.79	1	27	"(4.5,5.25]"
4.99	1	27	"(4.5,5.25]"
-2.94	1	17	"(-3,-2.25]"
-0.44	0	20	"(-0.75,0]"
-10.8	0	6	"(-11.2,-10.5]"
14.7	1	40	"(14.2,15]"
8.7	1	32	"(8.25,9]"
-7.88	0	10	"(-8.25,-7.5]"
-11.9	0	5	"(-12,-11.2]"
1.99	0	23	"(1.5,2.25]"
-6.38	0	12	"(-6.75,-6]"
12.7	1	37	"(12,12.8]"
-12.6	0	4	"(-12.8,-12]"
-2.57	0	17	"(-3,-2.25]"
9.7	1	33	"(9,9.75]"
-11.9	0	5	"(-12,-11.2]"
-3.24	1	16	"(-3.75,-3]"
-5.41	0	13	"(-6,-5.25]"
2.83	0	24	"(2.25,3]"
2.44	1	24	"(2.25,3]"
7.7	1	31	"(7.5,8.25]"
-7.39	0	11	"(-7.5,-6.75]"
-10.3	0	7	"(-10.5,-9.75]"
-14.2	0	2	"(-14.2,-13.5]"
11.5	1	36	"(11.2,12]"
-7.17	0	11	"(-7.5,-6.75]"
2.3	1	24	"(2.25,3]"
-6.92	0	11	"(-7.5,-6.75]"
-10.2	0	7	"(-10.5,-9.75]"
-7.84	0	10	"(-8.25,-7.5]"
8.68	1	32	"(8.25,9]"
-14.8	0	1	"[-15,-14.2]"
6.49	1	29	"(6,6.75]"
-6.13	0	12	"(-6.75,-6]"
-14.7	0	1	"[-15,-14.2]"
-8.02	0	10	"(-8.25,-7.5]"
-2.33	1	17	"(-3,-2.25]"
5.79	1	28	"(5.25,6]"
-4.59	0	14	"(-5.25,-4.5]"
-7.06	0	11	"(-7.5,-6.75]"
-5.7	0	13	"(-6,-5.25]"
-2.83	1	17	"(-3,-2.25]"
5.07	1	27	"(4.5,5.25]"
10.5	1	34	"(9.75,10.5]"
-11.2	0	6	"(-11.2,-10.5]"
-9.88	0	7	"(-10.5,-9.75]"
3.64	1	25	"(3,3.75]"
-3.71	0	16	"(-3.75,-3]"
-4.49	1	15	"(-4.5,-3.75]"
-6.19	0	12	"(-6.75,-6]"
-7.41	0	11	"(-7.5,-6.75]"
-10.3	0	7	"(-10.5,-9.75]"
7.17	1	30	"(6.75,7.5]"
9.49	1	33	"(9,9.75]"
-2.32	1	17	"(-3,-2.25]"
-8.05	0	10	"(-8.25,-7.5]"
-11	0	6	"(-11.2,-10.5]"
3.28	1	25	"(3,3.75]"
-1.67	0	18	"(-2.25,-1.5]"
9	1	33	"(8.25,9]"
13.6	1	39	"(13.5,14.2]"
-4.78	0	14	"(-5.25,-4.5]"
-7.55	0	10	"(-8.25,-7.5]"
-11.1	0	6	"(-11.2,-10.5]"
7.02	0	30	"(6.75,7.5]"
-14.8	0	1	"[-15,-14.2]"
5.31	1	28	"(5.25,6]"
11.8	1	36	"(11.2,12]"
14.4	1	40	"(14.2,15]"
12.9	1	38	"(12.8,13.5]"
4.16	0	26	"(3.75,4.5]"
-7.55	0	10	"(-8.25,-7.5]"
-14.7	0	1	"[-15,-14.2]"
-4.69	0	14	"(-5.25,-4.5]"
5.81	1	28	"(5.25,6]"
9.78	1	34	"(9.75,10.5]"
10.4	1	34	"(9.75,10.5]"
-0.265	0	20	"(-0.75,0]"
-9.47	0	8	"(-9.75,-9]"
9.77	1	34	"(9.75,10.5]"
11.5	1	36	"(11.2,12]"
12.4	1	37	"(12,12.8]"
-4.36	1	15	"(-4.5,-3.75]"
1.42	1	22	"(0.75,1.5]"
-3.44	0	16	"(-3.75,-3]"
12.4	1	37	"(12,12.8]"
7.36	1	30	"(6.75,7.5]"
-5.46	0	13	"(-6,-5.25]"
-11.2	0	6	"(-11.2,-10.5]"
14.4	1	40	"(14.2,15]"
-0.558	0	20	"(-0.75,0]"
7.9	1	31	"(7.5,8.25]"
-6.12	0	12	"(-6.75,-6]"
4.55	1	27	"(4.5,5.25]"
2.46	1	24	"(2.25,3]"
12.8	1	38	"(12.8,13.5]"
-6.39	0	12	"(-6.75,-6]"
11.9	1	36	"(11.2,12]"
12.5	1	37	"(12,12.8]"
10.9	1	35	"(10.5,11.2]"
5.43	1	28	"(5.25,6]"
-11.3	0	5	"(-12,-11.2]"
0.53	1	21	"(0,0.75]"
-9.57	0	8	"(-9.75,-9]"
-11.4	0	5	"(-12,-11.2]"
2.74	1	24	"(2.25,3]"
7.02	1	30	"(6.75,7.5]"
8.47	1	32	"(8.25,9]"
2.34	1	24	"(2.25,3]"
-0.00479	0	20	"(-0.75,0]"
11.8	1	36	"(11.2,12]"
9.16	1	33	"(9,9.75]"
-14.1	0	2	"(-14.2,-13.5]"
-3.89	0	15	"(-4.5,-3.75]"
-1.68	0	18	"(-2.25,-1.5]"
-2.79	1	17	"(-3,-2.25]"
5.96	1	28	"(5.25,6]"
-8.92	0	9	"(-9,-8.25]"
3.89	0	26	"(3.75,4.5]"
7.28	1	30	"(6.75,7.5]"
-6.34	0	12	"(-6.75,-6]"
-6.81	0	11	"(-7.5,-6.75]"
-14.7	0	1	"[-15,-14.2]"
4.22	1	26	"(3.75,4.5]"
3.32	1	25	"(3,3.75]"
9.49	1	33	"(9,9.75]"
-11.6	0	5	"(-12,-11.2]"
0.159	1	21	"(0,0.75]"
-8.78	0	9	"(-9,-8.25]"
-12.7	0	4	"(-12.8,-12]"
14.4	1	40	"(14.2,15]"
9.89	1	34	"(9.75,10.5]"
5.9	1	28	"(5.25,6]"
-11	0	6	"(-11.2,-10.5]"
-4.96	0	14	"(-5.25,-4.5]"
-4.74	0	14	"(-5.25,-4.5]"
-12.8	0	3	"(-13.5,-12.8]"
2.78	0	24	"(2.25,3]"
-9.28	0	8	"(-9.75,-9]"
-4.35	0	15	"(-4.5,-3.75]"
-12.7	0	4	"(-12.8,-12]"
-9.39	0	8	"(-9.75,-9]"
-5.64	0	13	"(-6,-5.25]"
-3.59	1	16	"(-3.75,-3]"
-15	0	1	"[-15,-14.2]"
7.98	1	31	"(7.5,8.25]"
-3.37	0	16	"(-3.75,-3]"
-0.13	0	20	"(-0.75,0]"
7.75	1	31	"(7.5,8.25]"
-0.97	0	19	"(-1.5,-0.75]"
13	1	38	"(12.8,13.5]"
14	1	39	"(13.5,14.2]"
12.3	1	37	"(12,12.8]"
10	1	34	"(9.75,10.5]"
3.88	1	26	"(3.75,4.5]"
-0.115	0	20	"(-0.75,0]"
-9.51	0	8	"(-9.75,-9]"
-13.5	0	2	"(-14.2,-13.5]"
11.1	1	35	"(10.5,11.2]"
5.52	1	28	"(5.25,6]"
10.1	1	34	"(9.75,10.5]"
3.66	1	25	"(3,3.75]"
3.47	1	25	"(3,3.75]"
13.4	1	38	"(12.8,13.5]"
-4.36	0	15	"(-4.5,-3.75]"
-13.5	0	2	"(-14.2,-13.5]"
-11.9	0	5	"(-12,-11.2]"
6.33	1	29	"(6,6.75]"
7.02	1	30	"(6.75,7.5]"
4.88	1	27	"(4.5,5.25]"
4.91	1	27	"(4.5,5.25]"
-14.9	0	1	"[-15,-14.2]"
-14	0	2	"(-14.2,-13.5]"
-7.74	0	10	"(-8.25,-7.5]"
3.18	0	25	"(3,3.75]"
1.34	0	22	"(0.75,1.5]"
-13.4	0	3	"(-13.5,-12.8]"
7.16	1	30	"(6.75,7.5]"
-9.75	0	8	"(-10.5,-9.75]"
-14.3	0	1	"[-15,-14.2]"
-10.5	0	7	"(-11.2,-10.5]"
-0.557	1	20	"(-0.75,0]"
0.713	0	21	"(0,0.75]"
-6.7	0	12	"(-6.75,-6]"
-1.79	1	18	"(-2.25,-1.5]"
2.49	1	24	"(2.25,3]"
-9.57	0	8	"(-9.75,-9]"
-11.9	0	5	"(-12,-11.2]"
5.16	1	27	"(4.5,5.25]"
-5	0	14	"(-5.25,-4.5]"
-6.7	0	12	"(-6.75,-6]"
-14.6	0	1	"[-15,-14.2]"
0.951	0	22	"(0.75,1.5]"
7.56	1	31	"(7.5,8.25]"
-13	0	3	"(-13.5,-12.8]"
8.75	1	32	"(8.25,9]"
-3.85	1	15	"(-4.5,-3.75]"
3.5	0	25	"(3,3.75]"
-6.69	0	12	"(-6.75,-6]"
-11.9	0	5	"(-12,-11.2]"
-10.3	0	7	"(-10.5,-9.75]"
5.36	1	28	"(5.25,6]"
10.7	1	35	"(10.5,11.2]"
-14	0	2	"(-14.2,-13.5]"
8.23	1	31	"(7.5,8.25]"
6.05	1	29	"(6,6.75]"
-10.5	0	7	"(-11.2,-10.5]"
4.55	1	27	"(4.5,5.25]"
-3.85	1	15	"(-4.5,-3.75]"
-6.75	0	12	"(-7.5,-6.75]"
0.397	0	21	"(0,0.75]"
-14.2	0	2	"(-14.2,-13.5]"
-4.99	0	14	"(-5.25,-4.5]"
2.69	0	24	"(2.25,3]"
-5.25	0	14	"(-6,-5.25]"
14.3	1	40	"(14.2,15]"
7.78	1	31	"(7.5,8.25]"
-0.13	0	20	"(-0.75,0]"
11.6	1	36	"(11.2,12]"
7.83	1	31	"(7.5,8.25]"
-12.5	0	4	"(-12.8,-12]"
-10.3	0	7	"(-10.5,-9.75]"
14	1	39	"(13.5,14.2]"
7.87	1	31	"(7.5,8.25]"
2.49	0	24	"(2.25,3]"
-12.5	0	4	"(-12.8,-12]"
9.5	1	33	"(9,9.75]"
6.43	1	29	"(6,6.75]"
7.96	1	31	"(7.5,8.25]"
-5.82	0	13	"(-6,-5.25]"
10.3	1	34	"(9.75,10.5]"
-12.2	0	4	"(-12.8,-12]"
-3.65	1	16	"(-3.75,-3]"
7.78	1	31	"(7.5,8.25]"
-8.6	0	9	"(-9,-8.25]"
-5.42	0	13	"(-6,-5.25]"
-10.5	0	6	"(-11.2,-10.5]"
-12.7	0	4	"(-12.8,-12]"
7.72	1	31	"(7.5,8.25]"
5.7	1	28	"(5.25,6]"
10.6	1	35	"(10.5,11.2]"
-7.43	0	11	"(-7.5,-6.75]"
-2.73	1	17	"(-3,-2.25]"
14.2	1	39	"(13.5,14.2]"
7.39	1	30	"(6.75,7.5]"
-3.69	1	16	"(-3.75,-3]"
-0.911	0	19	"(-1.5,-0.75]"
1.81	1	23	"(1.5,2.25]"
9.29	1	33	"(9,9.75]"
3.16	1	25	"(3,3.75]"
-0.941	1	19	"(-1.5,-0.75]"
-0.671	1	20	"(-0.75,0]"
-11.2	0	6	"(-11.2,-10.5]"
11.6	1	36	"(11.2,12]"
5.22	1	27	"(4.5,5.25]"
8.05	1	31	"(7.5,8.25]"
2.71	0	24	"(2.25,3]"
14.9	1	40	"(14.2,15]"
-13.7	0	2	"(-14.2,-13.5]"
10.1	1	34	"(9.75,10.5]"
-8.08	0	10	"(-8.25,-7.5]"
12.9	1	38	"(12.8,13.5]"
-8.66	0	9	"(-9,-8.25]"
-5.7	0	13	"(-6,-5.25]"
9.1	1	33	"(9,9.75]"
-0.102	0	20	"(-0.75,0]"
-3.14	1	16	"(-3.75,-3]"
13.1	1	38	"(12.8,13.5]"
-13.7	0	2	"(-14.2,-13.5]"
-9.37	0	8	"(-9.75,-9]"
-4.34	0	15	"(-4.5,-3.75]"
7.76	1	31	"(7.5,8.25]"
10.8	1	35	"(10.5,11.2]"
4.2	1	26	"(3.75,4.5]"
-7.4	0	11	"(-7.5,-6.75]"
-6.85	0	11	"(-7.5,-6.75]"
-9.07	0	8	"(-9.75,-9]"
1.97	0	23	"(1.5,2.25]"
10.8	1	35	"(10.5,11.2]"
-13.7	0	2	"(-14.2,-13.5]"
4.1	0	26	"(3.75,4.5]"
-9.51	0	8	"(-9.75,-9]"
2.04	0	23	"(1.5,2.25]"
-10.8	0	6	"(-11.2,-10.5]"
-12.6	0	4	"(-12.8,-12]"
-13.9	0	2	"(-14.2,-13.5]"
7.74	1	31	"(7.5,8.25]"
5.46	1	28	"(5.25,6]"
-14.3	0	1	"[-15,-14.2]"
-4.59	0	14	"(-5.25,-4.5]"
-6.91	0	11	"(-7.5,-6.75]"
11.4	1	36	"(11.2,12]"
11.1	1	35	"(10.5,11.2]"
-1.65	1	18	"(-2.25,-1.5]"
-1.69	0	18	"(-2.25,-1.5]"
14.1	1	39	"(13.5,14.2]"
-9.13	0	8	"(-9.75,-9]"
-10.1	0	7	"(-10.5,-9.75]"
0.509	1	21	"(0,0.75]"
8.42	1	32	"(8.25,9]"
-6.55	0	12	"(-6.75,-6]"
-11.3	0	5	"(-12,-11.2]"
-12.1	0	4	"(-12.8,-12]"
-3.92	0	15	"(-4.5,-3.75]"
3.68	0	25	"(3,3.75]"
11.5	1	36	"(11.2,12]"
-1.1	1	19	"(-1.5,-0.75]"
-7.85	0	10	"(-8.25,-7.5]"
2.77	1	24	"(2.25,3]"
14.2	1	39	"(13.5,14.2]"
-3.44	0	16	"(-3.75,-3]"
9.25	1	33	"(9,9.75]"
-7.11	0	11	"(-7.5,-6.75]"
10.3	1	34	"(9.75,10.5]"
-2.34	0	17	"(-3,-2.25]"
13.3	1	38	"(12.8,13.5]"
12.9	1	38	"(12.8,13.5]"
9.74	1	33	"(9,9.75]"
-13.9	0	2	"(-14.2,-13.5]"
12.3	1	37	"(12,12.8]"
-2.28	0	17	"(-3,-2.25]"
-12.2	0	4	"(-12.8,-12]"
-9.46	0	8	"(-9.75,-9]"
-3.11	0	16	"(-3.75,-3]"
-9.06	0	8	"(-9.75,-9]"
12.1	1	37	"(12,12.8]"
-0.69	0	20	"(-0.75,0]"
14.8	1	40	"(14.2,15]"
-12.6	0	4	"(-12.8,-12]"
-14.6	0	1	"[-15,-14.2]"
-0.452	1	20	"(-0.75,0]"
12	1	37	"(11.2,12]"
-14.7	0	1	"[-15,-14.2]"
-4.49	1	15	"(-4.5,-3.75]"
11	1	35	"(10.5,11.2]"
9.61	1	33	"(9,9.75]"
10.8	1	35	"(10.5,11.2]"
3.65	1	25	"(3,3.75]"
-4.89	0	14	"(-5.25,-4.5]"
-12.6	0	4	"(-12.8,-12]"
6.98	1	30	"(6.75,7.5]"
7.17	1	30	"(6.75,7.5]"
-10.8	0	6	"(-11.2,-10.5]"
0.0734	0	21	"(0,0.75]"
3.44	0	25	"(3,3.75]"
-11.3	0	5	"(-12,-11.2]"
5.22	1	27	"(4.5,5.25]"
8.46	1	32	"(8.25,9]"
0.67	0	21	"(0,0.75]"
1.36	1	22	"(0.75,1.5]"
-3.47	0	16	"(-3.75,-3]"
-10.9	0	6	"(-11.2,-10.5]"
-8.69	0	9	"(-9,-8.25]"
8.45	1	32	"(8.25,9]"
-10.3	0	7	"(-10.5,-9.75]"
12.7	1	37	"(12,12.8]"
1.53	0	23	"(1.5,2.25]"
9.79	1	34	"(9.75,10.5]"
12.9	1	38	"(12.8,13.5]"
-12.8	0	3	"(-13.5,-12.8]"
-8.22	0	10	"(-8.25,-7.5]"
13	1	38	"(12.8,13.5]"
-1.69	1	18	"(-2.25,-1.5]"
-10.3	0	7	"(-10.5,-9.75]"
13.7	1	39	"(13.5,14.2]"
-4.02	0	15	"(-4.5,-3.75]"
9.41	1	33	"(9,9.75]"
-8.71	0	9	"(-9,-8.25]"
14.6	1	40	"(14.2,15]"
8.73	1	32	"(8.25,9]"
7.84	1	31	"(7.5,8.25]"
-3.99	1	15	"(-4.5,-3.75]"
-13	0	3	"(-13.5,-12.8]"
-13.5	0	2	"(-14.2,-13.5]"
1.16	1	22	"(0.75,1.5]"
3.2	0	25	"(3,3.75]"
-5.88	0	13	"(-6,-5.25]"
12.9	1	38	"(12.8,13.5]"
14.2	1	39	"(13.5,14.2]"
4.39	1	26	"(3.75,4.5]"
12.4	1	37	"(12,12.8]"
0.979	1	22	"(0.75,1.5]"
-11.2	0	6	"(-11.2,-10.5]"
13.6	1	39	"(13.5,14.2]"
7.19	1	30	"(6.75,7.5]"
-1.96	1	18	"(-2.25,-1.5]"
-14.5	0	1	"[-15,-14.2]"
5.76	0	28	"(5.25,6]"
-0.78	1	19	"(-1.5,-0.75]"
1.81	0	23	"(1.5,2.25]"
5.35	1	28	"(5.25,6]"
3.44	1	25	"(3,3.75]"
-2.18	0	18	"(-2.25,-1.5]"
6.72	1	29	"(6,6.75]"
3.85	1	26	"(3.75,4.5]"
-12.7	0	4	"(-12.8,-12]"
-14.3	0	1	"[-15,-14.2]"
-14	0	2	"(-14.2,-13.5]"
-4.12	0	15	"(-4.5,-3.75]"
-7.49	0	11	"(-7.5,-6.75]"
-8.69	0	9	"(-9,-8.25]"
-5.06	0	14	"(-5.25,-4.5]"
-6.17	0	12	"(-6.75,-6]"
1.23	0	22	"(0.75,1.5]"
10.7	1	35	"(10.5,11.2]"
-8.23	0	10	"(-8.25,-7.5]"
7.98	1	31	"(7.5,8.25]"
-3.38	1	16	"(-3.75,-3]"
12	1	36	"(11.2,12]"
2.74	1	24	"(2.25,3]"
1.46	0	22	"(0.75,1.5]"
8.31	1	32	"(8.25,9]"
3.28	0	25	"(3,3.75]"
1.69	1	23	"(1.5,2.25]"
12.4	1	37	"(12,12.8]"
-12.7	0	4	"(-12.8,-12]"
-2.97	1	17	"(-3,-2.25]"
3.93	1	26	"(3.75,4.5]"
-12.5	0	4	"(-12.8,-12]"
5.74	1	28	"(5.25,6]"
5.88	1	28	"(5.25,6]"
14.8	1	40	"(14.2,15]"
-2.96	0	17	"(-3,-2.25]"
-6.05	0	12	"(-6.75,-6]"
-3.68	0	16	"(-3.75,-3]"
-6.75	0	12	"(-7.5,-6.75]"
-11.6	0	5	"(-12,-11.2]"
11.3	1	36	"(11.2,12]"
3.26	0	25	"(3,3.75]"
-0.272	1	20	"(-0.75,0]"
-11.9	0	5	"(-12,-11.2]"
0.977	0	22	"(0.75,1.5]"
-12	0	4	"(-12.8,-12]"
4.83	1	27	"(4.5,5.25]"
5.54	1	28	"(5.25,6]"
-12.6	0	4	"(-12.8,-12]"
3.13	1	25	"(3,3.75]"
3.62	1	25	"(3,3.75]"
4.7	1	27	"(4.5,5.25]"
0.283	0	21	"(0,0.75]"
10.4	1	34	"(9.75,10.5]"
-1.65	1	18	"(-2.25,-1.5]"
-5.18	0	14	"(-5.25,-4.5]"
8.96	1	32	"(8.25,9]"
-11.4	0	5	"(-12,-11.2]"
7.39	1	30	"(6.75,7.5]"
-0.495	0	20	"(-0.75,0]"
-1.74	1	18	"(-2.25,-1.5]"
-0.275	0	20	"(-0.75,0]"
13.9	1	39	"(13.5,14.2]"
10.6	1	35	"(10.5,11.2]"
-4.36	0	15	"(-4.5,-3.75]"
14.4	1	40	"(14.2,15]"
1.13	0	22	"(0.75,1.5]"
10.2	1	34	"(9.75,10.5]"
5.75	1	28	"(5.25,6]"
7.68	1	31	"(7.5,8.25]"
3.97	1	26	"(3.75,4.5]"
-5.35	1	13	"(-6,-5.25]"
-2.13	1	18	"(-2.25,-1.5]"
-4.01	1	15	"(-4.5,-3.75]"
-8.47	0	9	"(-9,-8.25]"
8.9	1	32	"(8.25,9]"
-2.14	0	18	"(-2.25,-1.5]"
2.57	0	24	"(2.25,3]"
0.0485	0	21	"(0,0.75]"
-6.11	0	12	"(-6.75,-6]"
-0.586	1	20	"(-0.75,0]"
2.22	1	23	"(1.5,2.25]"
13.4	1	38	"(12.8,13.5]"
-3.49	0	16	"(-3.75,-3]"
-7.25	0	11	"(-7.5,-6.75]"
-4.42	0	15	"(-4.5,-3.75]"
-13.6	0	2	"(-14.2,-13.5]"
-9.88	0	7	"(-10.5,-9.75]"
-14.4	0	1	"[-15,-14.2]"
-10.6	0	6	"(-11.2,-10.5]"
0.284	1	21	"(0,0.75]"
-12.7	0	4	"(-12.8,-12]"
11.7	1	36	"(11.2,12]"
-7.6	0	10	"(-8.25,-7.5]"
8.37	1	32	"(8.25,9]"
-2.61	1	17	"(-3,-2.25]"
-10.5	0	6	"(-11.2,-10.5]"
11.7	1	36	"(11.2,12]"
9.26	1	33	"(9,9.75]"
-12.3	0	4	"(-12.8,-12]"
10.3	1	34	"(9.75,10.5]"
14.6	1	40	"(14.2,15]"
-7.25	0	11	"(-7.5,-6.75]"
6.81	1	30	"(6.75,7.5]"
0.874	0	22	"(0.75,1.5]"
13.4	1	38	"(12.8,13.5]"
-7.17	0	11	"(-7.5,-6.75]"
14.3	1	40	"(14.2,15]"
6.54	0	29	"(6,6.75]"
-8.13	0	10	"(-8.25,-7.5]"
-13.6	0	2	"(-14.2,-13.5]"
7.23	1	30	"(6.75,7.5]"
-1.27	1	19	"(-1.5,-0.75]"
-11.7	0	5	"(-12,-11.2]"
-11.4	0	5	"(-12,-11.2]"
2.13	0	23	"(1.5,2.25]"
-3.98	1	15	"(-4.5,-3.75]"
10.6	1	35	"(10.5,11.2]"
-2.24	1	18	"(-2.25,-1.5]"
14.7	1	40	"(14.2,15]"
2.39	0	24	"(2.25,3]"
-9.12	0	8	"(-9.75,-9]"
1.5	1	23	"(0.75,1.5]"
5.37	1	28	"(5.25,6]"
-14.5	0	1	"[-15,-14.2]"
1.02	0	22	"(0.75,1.5]"
-12.5	0	4	"(-12.8,-12]"
7.23	1	30	"(6.75,7.5]"
-6.74	0	12	"(-6.75,-6]"
11.4	1	36	"(11.2,12]"
-9	0	9	"(-9.75,-9]"
-13.7	0	2	"(-14.2,-13.5]"
-4.67	0	14	"(-5.25,-4.5]"
-4.86	0	14	"(-5.25,-4.5]"
9.15	1	33	"(9,9.75]"
8.61	1	32	"(8.25,9]"
-2.9	0	17	"(-3,-2.25]"
-1.01	0	19	"(-1.5,-0.75]"
1.56	1	23	"(1.5,2.25]"
14.6	1	40	"(14.2,15]"
-1.15	0	19	"(-1.5,-0.75]"
-3.9	0	15	"(-4.5,-3.75]"
15	1	40	"(14.2,15]"
-1.7	1	18	"(-2.25,-1.5]"
11.3	1	36	"(11.2,12]"
-11.8	0	5	"(-12,-11.2]"
-4.19	0	15	"(-4.5,-3.75]"
0.418	0	21	"(0,0.75]"
2.73	0	24	"(2.25,3]"
14.3	1	40	"(14.2,15]"
-3.43	0	16	"(-3.75,-3]"
-2.38	0	17	"(-3,-2.25]"
-0.214	0	20	"(-0.75,0]"
-7.38	0	11	"(-7.5,-6.75]"
4.61	0	27	"(4.5,5.25]"
-12.9	0	3	"(-13.5,-12.8]"
7.13	1	30	"(6.75,7.5]"
-12	0	5	"(-12.8,-12]"
13.6	1	39	"(13.5,14.2]"
13.6	1	39	"(13.5,14.2]"
14.4	1	40	"(14.2,15]"
-5.42	0	13	"(-6,-5.25]"
7.74	1	31	"(7.5,8.25]"
12.8	1	38	"(12.8,13.5]"
-6.37	0	12	"(-6.75,-6]"
-3.62	1	16	"(-3.75,-3]"
4.43	0	26	"(3.75,4.5]"
6.38	1	29	"(6,6.75]"
-5.84	0	13	"(-6,-5.25]"
-5.09	0	14	"(-5.25,-4.5]"
1.6	1	23	"(1.5,2.25]"
6.1	1	29	"(6,6.75]"
-13.4	0	3	"(-13.5,-12.8]"
3.89	1	26	"(3.75,4.5]"
0.919	1	22	"(0.75,1.5]"
-3.97	1	15	"(-4.5,-3.75]"
-12.9	0	3	"(-13.5,-12.8]"
-3.84	0	15	"(-4.5,-3.75]"
-0.732	1	20	"(-0.75,0]"
13.8	1	39	"(13.5,14.2]"
13.1	1	38	"(12.8,13.5]"
2.37	0	24	"(2.25,3]"
1.71	0	23	"(1.5,2.25]"
13.9	1	39	"(13.5,14.2]"
-6.89	0	11	"(-7.5,-6.75]"
4.05	1	26	"(3.75,4.5]"
13.7	1	39	"(13.5,14.2]"
-8.57	0	9	"(-9,-8.25]"
7.54	1	31	"(7.5,8.25]"
-12.2	0	4	"(-12.8,-12]"
0.0979	1	21	"(0,0.75]"
-11.7	0	5	"(-12,-11.2]"
9.03	1	33	"(9,9.75]"
-0.785	0	19	"(-1.5,-0.75]"
-2.42	1	17	"(-3,-2.25]"
